#DISTANCE:	AVE_GOFR:	ERROR:
0	0	0
0.064633	0	0
0.129266	0	0
0.193899	0	0
0.258532	0	0
0.323165	0	0
0.387798	0	0
0.452431	0	0
0.517064	0	0
0.581697	0	0
0.64633	0	0
0.710963	0	0
0.775596	0	0
0.84023	0.000598682	0.000172316
0.904863	0.158031	0.00156938
0.969496	1.0726	0.00572406
1.03413	2.06829	0.00947507
1.09876	2.25369	0.0110284
1.16339	2.04443	0.00809941
1.22803	1.84835	0.0058142
1.29266	1.60364	0.00662978
1.35729	1.42561	0.00497067
1.42193	1.32016	0.00443974
1.48656	1.24025	0.00286182
1.55119	1.17827	0.00359248
1.61583	1.15524	0.00291887
1.68046	1.09675	0.00274727
1.74509	1.07502	0.00316107
1.80973	1.05762	0.00297897
1.87436	1.04609	0.00322285
1.93899	1.05354	0.00261644
2.00362	1.04354	0.00346004
2.06826	1.04403	0.00279911
2.13289	1.04191	0.00168631
2.19752	1.04741	0.00255975
2.26216	1.02717	0.00126122
2.32679	1.02402	0.00276738
2.39142	1.0287	0.0022739
2.45606	1.02537	0.00175225
2.52069	1.02238	0.00235943
2.58532	1.01295	0.00171816
2.64995	1.01378	0.00164367
2.71459	1.00223	0.00192763
2.77922	1.00346	0.00158394
2.84385	0.997238	0.00190761
2.90849	1.00026	0.00152765
2.97312	0.992635	0.00141951
3.03775	0.993226	0.00132577
3.10239	1.00246	0.0015771
3.16702	0.988652	0.00122677
3.23165	0.987018	0.00163433
3.29629	0.994702	0.00145718
3.36092	0.990299	0.00142821
3.42555	0.993002	0.00132116
3.49018	0.997671	0.00132187
3.55482	0.983058	0.00124829
3.61945	0.991876	0.00107651
3.68408	0.993366	0.00142649
3.74872	0.98719	0.00222805
3.81335	0.990562	0.0010892
3.87798	0.985882	0.00115482
3.94262	0.989379	0.00117024
4.00725	0.988725	0.00119271
4.07188	0.996596	0.00123151
4.13651	0.983133	0.00125771
4.20115	0.978965	0.000958861
4.26578	0.993286	0.000924185
4.33041	0.99129	0.000853066
4.39505	0.990336	0.00140116
4.45968	0.984009	0.00104566
4.52431	0.984239	0.000799163
4.58895	0.988705	0.00109029
4.65358	0.988512	0.00101628
4.71821	0.983842	0.00121584
4.78285	0.988515	0.00114651
4.84748	0.990318	0.00102671
4.91211	0.982503	0.000876126
4.97674	0.983837	0.0011724
5.04138	0.987858	0.000635384
5.10601	0.983405	0.00071042
5.17064	0.983743	0.000819372
5.23528	0.98215	0.000805857
5.29991	0.988035	0.000819866
5.36454	0.984231	0.000842128
5.42918	0.985595	0.000772566
5.49381	0.988075	0.000777965
5.55844	0.989382	0.000687185
5.62307	0.99425	0.000866538
5.68771	0.985295	0.00065274
5.75234	0.982349	0.000735499
5.81697	0.991088	0.000666783
5.88161	0.985639	0.00065151
5.94624	0.976282	0.000866441
6.01087	0.993919	0.000887556
6.07551	0.988391	0.00088637
6.14014	0.988045	0.000807279
6.20477	0.986441	0.000654842
6.2694	0.986394	0.000732457
6.33404	0.98911	0.000539562
6.39867	0.987372	0.000471048
