#DISTANCE:	AVE_GOFR:	ERROR:
0	0.654959	0.164189
0.064633	0	0.0489014
0.129266	0.068943	0.0404861
0.193899	0.0840825	0.045906
0.258532	0.0617379	0.0445772
0.323165	0.0521808	0.0444729
0.387798	0.0696216	0.0442174
0.452431	0.076541	0.0424192
0.517064	0.0731924	0.0434028
0.581697	0.0797551	0.0425036
0.64633	0.0677714	0.0440001
0.710963	0.0750645	0.0420757
0.775596	0.0691268	0.0428981
0.84023	0.07723	0.0424712
0.904863	0.0716199	0.0428356
0.969496	0.0719909	0.0420671
1.03413	0.0677405	0.0428646
1.09876	0.0659235	0.0429852
1.16339	0.0728618	0.0432264
1.22803	0.0753403	0.0424899
1.29266	0.0667424	0.0433759
1.35729	0.0657556	0.042884
1.42193	0.0688806	0.042926
1.48656	0.0715435	0.0427916
1.55119	0.069278	0.042011
1.61583	0.0689033	0.0427421
1.68046	0.064268	0.0427308
1.74509	0.0648031	0.0424802
1.80973	0.0686672	0.0423902
1.87436	0.0674775	0.0424024
1.93899	0.0696964	0.0428157
2.00362	0.070127	0.0425526
2.06826	0.0707868	0.0428149
2.13289	0.0692015	0.0429509
2.19752	0.069696	0.0426719
2.26216	0.0704154	0.0424632
2.32679	0.0706248	0.0426122
2.39142	0.0695476	0.0433012
2.45606	0.0705844	0.0428752
2.52069	0.0684202	0.0428734
2.58532	0.069309	0.042666
2.64995	0.070731	0.0427192
2.71459	0.0684087	0.0428479
2.77922	0.0690781	0.0428433
2.84385	0.0705836	0.0427298
2.90849	0.0710215	0.0429591
2.97312	0.0685551	0.0427747
3.03775	0.0680454	0.0428271
3.10239	0.0704194	0.0424896
3.16702	0.0694741	0.042762
3.23165	0.0679698	0.0425485
3.29629	0.0704387	0.0426686
3.36092	0.0723353	0.0425551
3.42555	0.0676925	0.0427802
3.49018	0.0692003	0.0427658
3.55482	0.0678631	0.0426924
3.61945	0.0701839	0.0427415
3.68408	0.0704713	0.0426676
3.74872	0.0697413	0.0427852
3.81335	0.0687118	0.042737
3.87798	0.069844	0.0428562
3.94262	0.0685724	0.0424537
4.00725	0.0685474	0.0427096
4.07188	0.0684493	0.0426497
4.13651	0.0687573	0.0427149
4.20115	0.069549	0.042852
4.26578	0.0710522	0.0427183
4.33041	0.0687949	0.0427466
4.39505	0.0718724	0.0426392
4.45968	0.0693557	0.0427946
4.52431	0.0690054	0.0426235
4.58895	0.0682845	0.0426994
4.65358	0.0699234	0.0426943
4.71821	0.0698826	0.0427166
4.78285	0.0701039	0.0427398
4.84748	0.0699348	0.042656
4.91211	0.0681464	0.0427329
4.97674	0.0698431	0.042756
5.04138	0.0695453	0.0425455
5.10601	0.0700002	0.0428334
5.17064	0.0691815	0.0427703
5.23528	0.0715452	0.0426928
5.29991	0.068867	0.0427311
5.36454	0.0700768	0.0427597
5.42918	0.0710117	0.0427088
5.49381	0.0695992	0.0426933
5.55844	0.0691081	0.0425789
5.62307	0.0697617	0.042759
5.68771	0.0691	0.0427417
5.75234	0.0696699	0.0427465
5.81697	0.0695315	0.0425068
5.88161	0.0699627	0.0427461
5.94624	0.0690068	0.0425549
6.01087	0.0688996	0.0427872
6.07551	0.0694233	0.0427395
6.14014	0.0696227	0.0426271
6.20477	0.0695763	0.0428177
6.2694	0.0698789	0.0427455
6.33404	0.069086	0.0426635
6.39867	0.0693803	0.0427735
