#DISTANCE:	AVE_GOFR:	ERROR:
0	0.654959	0.121694
0.064633	0	0.0461787
0.129266	0.0344715	0.0467287
0.193899	0.0177016	0.0484366
0.258532	0.0402638	0.0428178
0.323165	0.0449834	0.0471948
0.387798	0.0399679	0.0460207
0.452431	0.023253	0.0472835
0.517064	0.0384826	0.0464209
0.581697	0.0332313	0.0473411
0.64633	0.0380905	0.0483788
0.710963	0.0292834	0.0469376
0.775596	0.0268826	0.0464515
0.84023	0.0296348	0.0457978
0.904863	0.0301011	0.0470054
0.969496	0.0279334	0.0464927
1.03413	0.0276574	0.0475425
1.09876	0.0267257	0.0480375
1.16339	0.0314087	0.0477346
1.22803	0.0295621	0.0469404
1.29266	0.0271385	0.0465845
1.35729	0.0309299	0.0466719
1.42193	0.0300746	0.0464968
1.48656	0.0301392	0.046774
1.55119	0.0320024	0.0466789
1.61583	0.0308848	0.0470672
1.68046	0.0310072	0.0467652
1.74509	0.0289377	0.0466968
1.80973	0.0288913	0.0469973
1.87436	0.0285337	0.0471843
1.93899	0.0303308	0.0464644
2.00362	0.0307459	0.046878
2.06826	0.0303815	0.0468225
2.13289	0.0302483	0.0474174
2.19752	0.029254	0.0468408
2.26216	0.0295346	0.0468804
2.32679	0.0308062	0.0466963
2.39142	0.028603	0.0469439
2.45606	0.0316286	0.0464221
2.52069	0.0297327	0.0464416
2.58532	0.0298797	0.0469149
2.64995	0.0302318	0.0467986
2.71459	0.032482	0.0467708
2.77922	0.0294483	0.0470134
2.84385	0.0315573	0.0466381
2.90849	0.0307391	0.046737
2.97312	0.0305166	0.0468054
3.03775	0.0301887	0.0465761
3.10239	0.030836	0.0465949
3.16702	0.0313179	0.0466828
3.23165	0.0302611	0.0469109
3.29629	0.0295501	0.0467882
3.36092	0.0302371	0.0469031
3.42555	0.0304902	0.0470646
3.49018	0.0312375	0.0465445
3.55482	0.0314155	0.0467233
3.61945	0.0305698	0.0469141
3.68408	0.0305722	0.0468085
3.74872	0.0300942	0.0467914
3.81335	0.0307869	0.0468344
3.87798	0.0299566	0.0469285
3.94262	0.0302746	0.0469457
4.00725	0.030124	0.0468588
4.07188	0.0305227	0.046969
4.13651	0.0312628	0.0468629
4.20115	0.0299721	0.0470071
4.26578	0.0297933	0.0467758
4.33041	0.0305582	0.0466855
4.39505	0.0288815	0.0469568
4.45968	0.0298078	0.0469875
4.52431	0.0305605	0.0467595
4.58895	0.0292846	0.047119
4.65358	0.0309952	0.0467804
4.71821	0.0306526	0.0469489
4.78285	0.0312611	0.0469107
4.84748	0.0308502	0.0468895
4.91211	0.0304686	0.0469165
4.97674	0.0310414	0.0467445
5.04138	0.0298393	0.0467256
5.10601	0.030216	0.0468327
5.17064	0.0301269	0.0469124
5.23528	0.0302467	0.0466824
5.29991	0.0293495	0.0468705
5.36454	0.0308582	0.046768
5.42918	0.0307361	0.0467825
5.49381	0.030305	0.0468075
5.55844	0.0303014	0.0467538
5.62307	0.0294987	0.046894
5.68771	0.0300692	0.0467788
5.75234	0.0311522	0.0468727
5.81697	0.0299877	0.0467491
5.88161	0.0310243	0.0465607
5.94624	0.0304273	0.0469449
6.01087	0.0297737	0.0467395
6.07551	0.0298864	0.0469839
6.14014	0.0301076	0.0466686
6.20477	0.0306942	0.0467507
6.2694	0.0302343	0.0467403
6.33404	0.0309118	0.0468081
6.39867	0.0295989	0.0467589
